header identifier,digital_origin,language,physical_note,abstract,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,subject_topical 5,subject_topical 6,subject_topical 7,subject_topical 8,subject_geographic 1,subject_geographic 2,subject_name 1,identifier,object_in_context,item_type,date_text,date_single/start,date_end,date_qualifier,public_note,internet_media_type,form,rights,project_initialArticle,project_title,collection,collection_identifier,name,repository,record_source,title,place_of_origin
heilman_13142,reformatted digital,zxx,0.42x magnification,Rough horsetail,Rough horsetail,Equisetum hyemale,Stems (Botany) | http://id.loc.gov/authorities/subjects/sh85127927,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Equisetum_0329,http://kiva.lib.utk.edu/heilman/items/show/13142,still image,9/7/2003,2003-09-07,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Equisetum hyemale, 0329","UT Gardens - Knoxville, TN"
heilman_13173,reformatted digital,zxx,.78x magnification,Purple coneflower; Rubinstern,Purple coneflower,Rubinstern,Echinacea purpurea,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Echinacea_0297,http://kiva.lib.utk.edu/heilman/items/show/13173,still image,6/15/2006,2006-06-15,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Echinacea purpurea, 0297","UT Gardens - Knoxville, TN"
heilman_12530,reformatted digital,zxx,.35x magnification,Coneflower,Coneflowers,Rudbeckia sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Rudbeckia_0939,http://kiva.lib.utk.edu/heilman/items/show/12530,still image,6/10/2008,2008-06-10,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Rudbeckia, species indeterminate, 0939","UT Gardens - Knoxville, TN"
heilman_13192,reformatted digital,zxx,.14x magnification,Purple coneflower; Prairie Splendor,Purple coneflower,Prairie Splendor,Echinacea sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,Echinacea_0278,http://kiva.lib.utk.edu/heilman/items/show/13192,still image,6/21/2008,2008-06-21,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Echinacea, species indeterminate, 0278","UT Gardens - Knoxville, TN"
heilman_12386,reformatted digital,zxx,0.40x magnification,Scarlett Indian paintbrush,Scarlett Indian paintbrush,Castilleja coccinea,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Wildflowers_1075,http://kiva.lib.utk.edu/heilman/items/show/12386,still image,5/29/2004,2004-05-29,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Castilleja coccinea, 1075",Blue Ridge Parkway
heilman_12410,reformatted digital,zxx,,Love vine; Dodder; Parasite,Love vine,Dodder | http://id.loc.gov/authorities/subjects/sh85038739,Cuscuta | http://aims.fao.org/aos/agrovoc/c_2041,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Wildflowers_1051,http://kiva.lib.utk.edu/heilman/items/show/12410,still image,9/1/2008,2008-09-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Cuscuta, species indeterminate, 1051",Great Smoky Mountains National Park
heilman_12985,reformatted digital,zxx,0.55x magnification,,Iris sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Iris_0479,http://kiva.lib.utk.edu/heilman/items/show/12985,still image,5/21/2008,2008-05-21,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Iris, species indeterminate, 0479","UT Gardens - Knoxville, TN"
heilman_12421,reformatted digital,zxx,0.80x magnification,Rose; New Dawn; Prickles,Roses | http://id.loc.gov/authorities/subjects/sh85115443,Prickles | http://id.loc.gov/authorities/subjects/sh85106624,Rosa sp.,Stems (Botany) | http://id.loc.gov/authorities/subjects/sh85127927,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,WaterOnPlants_1040,http://kiva.lib.utk.edu/heilman/items/show/12421,still image,11/23/2003,2003-11-23,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Rosa, species indeterminate, 1040","UT Gardens - Knoxville, TN"
heilman_12847,reformatted digital,zxx,100.0,,Ludwigia sp.,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Ludwigia_0617,http://kiva.lib.utk.edu/heilman/items/show/12847,still image,8/15/2001,2001-08-15,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Ludwigia, species indeterminate, 0617","UT Gardens - Knoxville, TN"
heilman_12778,reformatted digital,zxx,0.4x magnification,Fire Power; Heavenly Bamboo,Fire Power,Heavenly bamboo | http://id.loc.gov/authorities/subjects/sh2003010835,Nandina domestica,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Nandina_0693,http://kiva.lib.utk.edu/heilman/items/show/12778,still image,11/20/2010,2010-11-20,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Nandina domestica, 0693","UT Gardens - Knoxville, TN"
heilman_13091,reformatted digital,zxx,1x magnification,Globe amaranth; Fireworks; IX Plaza,Globe amaranth,Gomphrena sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Gomphrena_0666,http://kiva.lib.utk.edu/heilman/items/show/13091,still image,9/3/2009,2009-09-03,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Gomphrena, species indeterminate, 0666","UT Gardens - Knoxville, TN"
heilman_13248,reformatted digital,zxx,0.23x magnification,,Coleus | http://id.loc.gov/authorities/subjects/sh88022690,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Coleus_0207,http://kiva.lib.utk.edu/heilman/items/show/13248,still image,6/14/2006,2006-06-14,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Coleus, species indeterminate, 0207","UT Gardens - Knoxville, TN"
heilman_13262,reformatted digital,zxx,.4x magnification,,Clematis | http://id.loc.gov/authorities/subjects/sh85026933,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,,Clematis_0193,http://kiva.lib.utk.edu/heilman/items/show/13262,still image,4/30/2008,2008-04-30,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Clematis, species indeterminate, 0193","Forest Glen Dr - Knoxville, TN"
heilman_13242,reformatted digital,zxx,0.7x magnification,Kiwi fern; Velvia,Kiwi fern,Coleus | http://id.loc.gov/authorities/subjects/sh88022690,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Coleus_0213,http://kiva.lib.utk.edu/heilman/items/show/13242,still image,10/4/2003,2003-10-04,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Coleus, species indeterminate, 0213","UT Gardens - Knoxville, TN"
